order_no,order_date,customer name,address,city,state,customer_type,account_id,order_priority,product_id,product_container,ship_mode,ship_date,cost_price,retail_price,order_quantity,sub_total,discount_%,discount_$,order_total,shipping_cost,total
6211-1,2/20/2016,Andy Reiter,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,9,Critical,132,Small Box,Regular Air,2/22/2016,14.7,29.99,11,329.89,0.08,26.39,329.81,5.5,335.31
6213-1,2/22/2016,Clay Cheatham,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,12,Not Specified,72,Jumbo Drum,Delivery Truck,2/23/2016,278.99,449.99,38,17099.62,0.01,171,17099.61,49,17148.61
6214-1,2/23/2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Small Business,2,Medium,121,Small Box,Regular Air,2/24/2016,21.97,35.44,48,1701.12,0.08,136.09,1701.04,4.92,1705.96
6215-1,2/26/2016,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,4,Low,61,Wrap Bag,Regular Air,3/4/2016,2.98,5.84,19,110.96,0.01,1.11,110.95,0.83,111.78
6217-1,2/29/2016,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,4,Medium,10,Small Box,Regular Air,2/29/2016,54.29,90.48,16,1447.68,0,0,1447.68,19.99,1467.67
6219-1,3/5/2016,Steven Cartwright,"523 King St,Newtown",Sydney,NSW,Home Office,7,Low,106,Wrap Bag,Regular Air,3/9/2016,0.93,1.6,43,68.8,0.01,0.69,68.79,1.29,70.08
6220-1,3/6/2016,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Low,95,Small Box,Regular Air,3/11/2016,41.28,95.99,40,3839.6,0.05,191.98,3839.55,8.99,3848.54
6221-1,3/6/2016,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,14,Not Specified,143,Small Box,Express Air,3/7/2016,3.99,6.23,33,205.59,0.08,16.45,205.51,6.97,212.48
6222-1,3/7/2016,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,12,Medium,99,Small Pack,Regular Air,3/8/2016,16.8,40.97,14,573.58,0,0,573.58,8.99,582.57
6223-1,3/9/2016,Shirley Schmidt,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,9,Medium,28,Small Box,Regular Air,3/10/2016,6.39,19.98,39,779.22,0.05,38.96,779.17,4,783.17
6224-1,3/11/2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,7,Medium,93,Small Box,Regular Air,3/13/2016,14.95,34.76,27,938.52,0.1,93.85,938.42,8.22,946.64
6225-1,3/12/2016,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,1,Medium,140,Wrap Bag,Regular Air,3/12/2016,0.94,1.88,36,67.68,0.04,2.71,67.64,0.79,68.43
6226-1,3/12/2016,Andrew Allen,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,4,Low,106,Wrap Bag,Regular Air,3/17/2016,0.93,1.6,40,64,0.01,0.64,63.99,1.29,65.28
6227-1,3/14/2016,Sandra Flanagan,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,4,Low,48,Small Box,Regular Air,3/18/2016,12.39,19.98,47,939.06,0,0,939.06,5.77,944.83
6228-1,3/17/2016,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,10,Critical,71,Wrap Bag,Regular Air,3/20/2016,0.24,1.26,47,59.22,0.07,4.15,59.15,0.7,59.85
6230-1,3/17/2016,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Small Business,9,Medium,34,Small Pack,Express Air,3/18/2016,1.87,8.12,37,300.44,0.01,3,300.43,2.83,303.26
6231-1,3/18/2016,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,14,Low,133,Small Box,Regular Air,3/23/2016,1.84,2.88,18,51.84,0.02,1.04,51.82,5.33,57.15
6232-1,3/18/2016,MaryBeth Skach,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,9,High,40,Wrap Bag,Regular Air,3/18/2016,3.75,7.08,16,113.28,0.02,2.27,113.26,2.35,115.61
6234-1,3/20/2016,Michael Kennedy,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,5,Not Specified,56,Wrap Bag,Regular Air,3/22/2016,2.9,4.76,23,109.48,0.05,5.47,109.43,0.88,110.31
6235-1,3/21/2016,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,8,Medium,25,Medium Box,Regular Air,3/22/2016,8.82,20.99,2,41.98,0.07,2.94,41.91,4.81,46.72
6237-1,3/25/2016,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,8,Not Specified,111,Wrap Bag,Regular Air,3/25/2016,2.31,3.78,28,105.84,0,0,105.84,0.71,106.55
6238-1,3/26/2016,Nick Crebassa,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,4,Low,92,Small Pack,Regular Air,3/28/2016,2.5,5.68,45,255.6,0.01,2.56,255.59,3.6,259.19
6240-1,3/26/2016,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,4,Critical,27,Small Box,Regular Air,3/28/2016,1.59,2.61,8,20.88,0.02,0.42,20.86,0.5,21.36
6242-1,3/27/2016,Craig Leslie,"10 Bligh St,Melbourne",Melbourne,VIC,Consumer,10,High,72,Large Box,Regular Air,3/28/2016,216,449.99,49,22049.51,0.06,1322.97,22049.45,24.49,22073.94
6243-1,3/27/2016,Deirdre Greer,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Home Office,6,Low,4,Jumbo Drum,Delivery Truck,4/3/2016,75,120.97,42,5080.74,0,0,5080.74,26.3,5107.04
6244-1,3/29/2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,5,Critical,89,Small Pack,Regular Air,3/30/2016,5.19,12.98,45,584.1,0.05,29.21,584.05,3.14,587.19
6246-1,3/29/2016,Alan Dominguez,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,9,Low,77,Small Box,Regular Air,3/31/2016,1.94,3.08,42,129.36,0.09,11.64,129.27,0.99,130.26
6248-1,3/30/2016,Ruben Dartt,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Not Specified,23,Small Pack,Regular Air,3/31/2016,0.94,2.08,2,4.16,0.01,0.04,4.15,2.56,6.71
6250-1,4/2/2016,Hunter Glantz,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Low,36,Small Box,Regular Air,4/10/2016,13.88,22.38,16,358.08,0.09,32.23,357.99,15.1,373.09
6252-1,4/3/2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Low,71,Wrap Bag,Express Air,4/3/2016,0.24,1.26,40,50.4,0.04,2.02,50.36,0.7,51.06
6254-1,4/5/2016,Adrian Shami,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,Low,110,Small Pack,Regular Air,4/11/2016,4.1,9.31,35,325.85,0.05,16.29,325.8,3.98,329.78
6256-1,4/6/2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,4,Not Specified,80,Wrap Bag,Regular Air,4/8/2016,1.53,2.78,10,27.8,0.01,0.28,27.79,1.34,29.13
6258-1,4/11/2016,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Corporate,10,Not Specified,143,Small Box,Regular Air,4/13/2016,3.99,6.23,21,130.83,0.05,6.54,130.78,6.97,137.75
6260-1,4/11/2016,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,8,Critical,135,Wrap Bag,Regular Air,4/11/2016,0.92,1.81,22,39.82,0.09,3.58,39.73,1.56,41.29
6261-1,4/11/2016,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,12,High,2,Wrap Bag,Express Air,4/12/2016,2.39,4.26,34,144.84,0.03,4.35,144.81,1.2,146.01
6263-1,4/13/2016,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,8,Critical,72,Jumbo Drum,Delivery Truck,4/15/2016,278.99,449.99,43,19349.57,0.06,1160.97,19349.51,49,19398.51
6264-1,4/17/2016,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,Low,124,Wrap Bag,Regular Air,4/19/2016,1.05,1.95,23,44.85,0.09,4.04,44.76,1.63,46.39
6266-1,4/18/2016,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,7,Medium,88,Large Box,Regular Air,4/19/2016,56.16,136.98,14,1917.72,0,0,1917.72,24.49,1942.21
6266-2,4/18/2016,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,7,Medium,85,Wrap Bag,Regular Air,4/20/2016,0.93,1.48,3,4.44,0.1,0.44,4.34,0.7,5.04
6269-1,4/23/2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Not Specified,71,Wrap Bag,Regular Air,4/24/2016,0.24,1.26,11,13.86,0,0,13.86,0.7,14.56
6270-1,4/23/2016,Heather Kirkland,"541 Church St,Richmond",Melbourne,VIC,Home Office,9,Not Specified,37,Wrap Bag,Regular Air,4/25/2016,21.56,36.55,17,621.35,0.09,55.92,621.26,13.89,635.15
6272-1,4/23/2016,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,9,Not Specified,20,Wrap Bag,Regular Air,4/24/2016,1.82,2.98,32,95.36,0.01,0.95,95.35,1.58,96.93
6273-1,4/24/2016,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,4,High,87,Small Box,Regular Air,4/26/2016,2.18,3.52,32,112.64,0.07,7.88,112.57,6.83,119.4
6274-1,4/25/2016,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,5,Not Specified,30,Small Box,Regular Air,4/26/2016,8.31,15.98,18,287.64,0.1,28.76,287.54,6.5,294.04
6275-1,4/25/2016,Stuart Van,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,6,Medium,51,Wrap Bag,Regular Air,4/27/2016,3.48,5.43,37,200.91,0.09,18.08,200.82,0.95,201.77
6276-1,4/27/2016,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Consumer,9,High,47,Small Box,Regular Air,4/28/2016,2.25,3.69,46,169.74,0.04,6.79,169.7,2.5,172.2
6278-1,5/1/2016,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,Not Specified,79,Small Box,Regular Air,5/3/2016,1.84,2.88,45,129.6,0.02,2.59,129.58,1.49,131.07
6278-2,5/1/2016,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,Not Specified,75,Small Box,Regular Air,5/2/2016,4.46,10.89,39,424.71,0.06,25.48,424.65,4.5,429.15
6280-1,5/2/2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,High,19,Small Pack,Regular Air,5/4/2016,5.5,12.22,46,562.12,0.06,33.73,562.06,2.85,564.91
6280-2,5/2/2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,High,81,Small Box,Regular Air,5/3/2016,2.26,3.58,8,28.64,0.09,2.58,28.55,5.47,34.02
6281-1,5/2/2016,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,8,Not Specified,92,Small Pack,Regular Air,5/3/2016,2.5,5.68,25,142,0.1,14.2,141.9,3.6,145.5
6285-1,5/5/2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,7,Medium,1,Small Box,Regular Air,5/7/2016,3.52,5.58,13,72.54,0.06,4.35,72.48,2.99,75.47
6287-1,5/8/2016,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,7,Low,76,Wrap Bag,Regular Air,5/12/2016,1.95,3.98,27,107.46,0.06,6.45,107.4,0.83,108.23
6288-1,5/8/2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Corporate,2,Low,15,Wrap Bag,Regular Air,5/8/2016,0.71,1.14,20,22.8,0.09,2.05,22.71,0.7,23.41
6290-1,5/9/2016,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,5,High,126,Small Box,Regular Air,5/11/2016,84.22,210.55,4,842.2,0.05,42.11,842.15,9.99,852.14
6291-1,5/10/2016,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Not Specified,22,Small Box,Regular Air,5/12/2016,3.52,5.68,34,193.12,0.06,11.59,193.06,1.39,194.45
6293-1,5/12/2016,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,8,Critical,87,Small Box,Regular Air,5/14/2016,2.18,3.52,42,147.84,0.04,5.91,147.8,6.83,154.63
6294-1,5/14/2016,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,14,Not Specified,100,Small Box,Regular Air,5/16/2016,2.29,3.69,47,173.43,0.05,8.67,173.38,0.5,173.88
6295-1,5/14/2016,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,8,Not Specified,62,Small Box,Regular Air,5/16/2016,1.33,2.08,43,89.44,0.05,4.47,89.39,1.49,90.88
6296-1,5/18/2016,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,8,Not Specified,93,Small Box,Regular Air,5/20/2016,14.95,34.76,8,278.08,0,0,278.08,8.22,286.3
6298-1,5/19/2016,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Home Office,11,Medium,103,Wrap Bag,Regular Air,5/20/2016,1.76,2.94,31,91.14,0.04,3.65,91.1,0.81,91.91
6300-1,5/21/2016,Dana Kaydos,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Critical,19,Small Pack,Regular Air,5/22/2016,5.5,12.22,10,122.2,0.01,1.22,122.19,2.85,125.04
6301-1,5/21/2016,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,4,Critical,115,Small Box,Regular Air,5/21/2016,52.07,83.98,46,3863.08,0.06,231.78,3863.02,5.01,3868.03
6302-1,5/21/2016,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Critical,93,Small Box,Regular Air,5/22/2016,14.95,34.76,47,1633.72,0.09,147.03,1633.63,8.22,1641.85
6303-1,5/22/2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Medium,75,Small Box,Regular Air,5/24/2016,4.46,10.89,1,10.89,0,0,10.89,4.5,15.39
6304-1,5/22/2016,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,12,Not Specified,42,Small Box,Regular Air,5/23/2016,1.18,1.88,22,41.36,0.09,3.72,41.27,1.49,42.76
6306-1,5/23/2016,Daniel Lacy,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,3,High,2,Wrap Bag,Express Air,5/24/2016,2.39,4.26,5,21.3,0.01,0.21,21.29,1.2,22.49
6307-1,5/26/2016,Jim Karlsson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,7,Medium,120,Small Box,Regular Air,5/27/2016,52.04,83.93,5,419.65,0.04,16.79,419.61,19.99,439.6
6309-1,5/27/2016,Lela Donovan,"255 Devonshire St,Surry Hills",Sydney,NSW,Corporate,7,Not Specified,11,Small Box,Regular Air,5/27/2016,5.33,8.6,1,8.6,0.06,0.52,8.54,6.19,14.73
6311-1,5/29/2016,Peter Buhler,"2-4 College Street, Darlinghurst",Sydney,NSW,Consumer,12,Medium,93,Small Box,Regular Air,5/30/2016,14.95,34.76,32,1112.32,0.02,22.25,1112.3,8.22,1120.52
6313-1,5/30/2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,4,Medium,73,Small Box,Regular Air,5/30/2016,6.2,30.98,24,743.52,0.08,59.48,743.44,4,747.44
6315-1,5/31/2016,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,Low,23,Small Pack,Regular Air,6/2/2016,0.94,2.08,49,101.92,0.08,8.15,101.84,2.56,104.4
6316-1,5/31/2016,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,4,High,132,Small Box,Regular Air,6/3/2016,14.7,29.99,1,29.99,0.04,1.2,29.95,5.5,35.45
6317-1,6/2/2016,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,3,Critical,145,Wrap Bag,Regular Air,6/4/2016,3.95,6.08,50,304,0.09,27.36,303.91,1.82,305.73
6319-1,6/3/2016,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,12,Critical,77,Small Box,Regular Air,6/4/2016,1.94,3.08,11,33.88,0.03,1.02,33.85,0.99,34.84
6320-1,6/3/2016,Jeremy Farry,"181 Enmore Rd,Enmore",Sydney,NSW,Small Business,13,Not Specified,15,Wrap Bag,Regular Air,6/5/2016,0.71,1.14,3,3.42,0.1,0.34,3.32,0.7,4.02
6321-1,6/11/2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Critical,70,Wrap Bag,Regular Air,6/12/2016,1.31,2.84,9,25.56,0.08,2.04,25.48,0.93,26.41
6322-1,6/13/2016,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,2,Critical,29,Small Box,Regular Air,6/15/2016,32.02,152.48,12,1829.76,0.1,182.98,1829.66,4,1833.66
6324-1,6/14/2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,8,Low,25,Medium Box,Regular Air,6/14/2016,8.82,20.99,2,41.98,0.01,0.42,41.97,4.81,46.78
6325-1,6/14/2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,4,High,29,Small Box,Regular Air,6/16/2016,32.02,152.48,37,5641.76,0.1,564.18,5641.66,4,5645.66
6325-2,6/14/2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,4,High,52,Small Pack,Regular Air,6/16/2016,20.18,35.41,30,1062.3,0.08,84.98,1062.22,1.99,1064.21
6327-1,6/14/2016,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,6,Critical,8,Small Box,Express Air,6/15/2016,99.39,162.93,36,5865.48,0.05,293.27,5865.43,19.99,5885.42
6328-1,6/14/2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,8,Low,15,Wrap Bag,Regular Air,6/19/2016,0.71,1.14,31,35.34,0.07,2.47,35.27,0.7,35.97
6329-1,6/15/2016,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,4,Low,36,Small Box,Regular Air,6/17/2016,13.88,22.38,11,246.18,0.01,2.46,246.17,15.1,261.27
6330-1,6/15/2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,1,Not Specified,5,Wrap Bag,Express Air,6/17/2016,0.9,2.1,31,65.1,0.08,5.21,65.02,0.7,65.72
6332-1,6/18/2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,7,Low,21,Small Box,Regular Air,6/20/2016,81.59,159.99,31,4959.69,0.01,49.6,4959.68,5.5,4965.18
6333-1,6/19/2016,John Huston,"154 Castlereagh St,Sydney",Sydney,NSW,Consumer,2,Medium,92,Small Pack,Regular Air,6/20/2016,2.5,5.68,27,153.36,0.03,4.6,153.33,3.6,156.93
6335-1,6/20/2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,14,High,37,Wrap Bag,Regular Air,6/21/2016,21.56,36.55,34,1242.7,0.1,124.27,1242.6,13.89,1256.49
6336-1,6/20/2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,1,Medium,80,Wrap Bag,Express Air,6/20/2016,1.53,2.78,47,130.66,0.1,13.07,130.56,1.34,131.9
6336-2,6/20/2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,1,Medium,57,Wrap Bag,Regular Air,6/23/2016,1.6,2.62,30,78.6,0.05,3.93,78.55,0.8,79.35
6339-1,6/25/2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Not Specified,56,Wrap Bag,Regular Air,6/27/2016,2.9,4.76,5,23.8,0.09,2.14,23.71,0.88,24.59
6340-1,6/29/2016,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,7,Critical,109,Small Box,Regular Air,7/1/2016,3.14,4.91,28,137.48,0.08,11,137.4,0.5,137.9
6342-1,6/30/2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,12,Low,36,Small Box,Regular Air,7/2/2016,13.88,22.38,9,201.42,0.03,6.04,201.39,15.1,216.49
6343-1,6/30/2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Corporate,4,High,71,Wrap Bag,Regular Air,7/1/2016,0.24,1.26,47,59.22,0,0,59.22,0.7,59.92
6345-1,7/2/2016,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,4,High,130,Small Box,Regular Air,7/4/2016,1.84,2.88,18,51.84,0.03,1.56,51.81,0.99,52.8
6346-1,7/2/2016,Astrea Jones,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,5,Critical,57,Wrap Bag,Regular Air,7/4/2016,1.6,2.62,16,41.92,0.09,3.77,41.83,0.8,42.63
6348-1,7/3/2016,Philip Fox,"73 York St,Sydney",Sydney,NSW,Home Office,1,Medium,12,Wrap Bag,Regular Air,7/5/2016,0.87,1.81,50,90.5,0.08,7.24,90.42,0.75,91.17
6349-1,7/5/2016,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,2,Not Specified,81,Small Box,Express Air,7/7/2016,2.26,3.58,36,128.88,0.04,5.16,128.84,5.47,134.31
6351-1,7/7/2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,8,High,9,Wrap Bag,Regular Air,7/8/2016,1.09,1.68,50,84,0.09,7.56,83.91,1,84.91
6352-1,7/11/2016,Katherine Murray,"18 Whistler St,Sydney",Sydney,NSW,Home Office,12,Medium,51,Wrap Bag,Regular Air,7/12/2016,3.48,5.43,2,10.86,0.03,0.33,10.83,0.95,11.78
6353-1,7/12/2016,Debra Catini,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,8,Medium,74,Small Box,Regular Air,7/13/2016,3.65,5.98,22,131.56,0.07,9.21,131.49,1.49,132.98
6354-1,7/16/2016,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,8,High,29,Small Box,Regular Air,7/18/2016,32.02,152.48,2,304.96,0.03,9.15,304.93,4,308.93
6355-1,7/17/2016,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Not Specified,106,Wrap Bag,Regular Air,7/18/2016,0.93,1.6,39,62.4,0.1,6.24,62.3,1.29,63.59
6356-1,7/27/2016,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,2,Critical,147,Large Box,Regular Air,7/29/2016,269.99,449.99,3,1349.97,0.06,81,1349.91,24.49,1374.4
6358-1,7/28/2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,7,Medium,36,Small Box,Regular Air,7/30/2016,13.88,22.38,18,402.84,0.05,20.14,402.79,15.1,417.89
6359-1,8/2/2016,Dean Percer,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Not Specified,54,Small Box,Regular Air,8/4/2016,178.83,415.88,4,1663.52,0.04,66.54,1663.48,11.37,1674.85
6361-1,8/3/2016,Michael Stewart,"523 King St,Newtown",Sydney,NSW,Small Business,7,Not Specified,31,Small Pack,Regular Air,8/4/2016,4.79,11.97,49,586.53,0.09,52.79,586.44,5.81,592.25
6362-1,8/4/2016,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,High,35,Small Box,Regular Air,8/6/2016,54.52,100.97,41,4139.77,0.03,124.19,4139.74,7.18,4146.92
6364-1,8/5/2016,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,3,High,80,Wrap Bag,Regular Air,8/6/2016,1.17,2.78,6,16.68,0.01,0.17,16.67,1.2,17.87
6365-1,8/7/2016,Maureen Gastineau,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,7,Not Specified,120,Small Box,Regular Air,8/8/2016,52.04,83.93,37,3105.41,0.03,93.16,3105.38,19.99,3125.37
6367-1,8/8/2016,Michelle Arnett,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,7,High,90,Small Box,Regular Air,8/9/2016,2.45,3.89,18,70.02,0.04,2.8,69.98,7.01,76.99
6369-1,8/11/2016,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,5,High,100,Small Box,Regular Air,8/13/2016,2.29,3.69,13,47.97,0.04,1.92,47.93,0.5,48.43
6370-1,8/11/2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,5,Medium,71,Wrap Bag,Regular Air,8/13/2016,0.24,1.26,34,42.84,0,0,42.84,0.7,43.54
6371-1,8/15/2016,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,10,Low,90,Small Box,Express Air,8/20/2016,2.45,3.89,30,116.7,0.09,10.5,116.61,7.01,123.62
6373-1,8/17/2016,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,8,High,56,Wrap Bag,Regular Air,8/18/2016,2.9,4.76,1,4.76,0.02,0.1,4.74,0.88,5.62
6374-1,8/18/2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,4,High,97,Small Box,Express Air,8/20/2016,4.53,7.3,41,299.3,0.05,14.97,299.25,7.72,306.97
6376-1,8/18/2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,8,Low,47,Small Box,Regular Air,8/22/2016,2.25,3.69,16,59.04,0.02,1.18,59.02,2.5,61.52
6377-1,8/20/2016,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,9,Low,111,Wrap Bag,Regular Air,8/25/2016,2.31,3.78,28,105.84,0.06,6.35,105.78,0.71,106.49
6379-1,8/23/2016,Maria Zettner,"531 King St,Newtown",Sydney,NSW,Corporate,3,Not Specified,59,Wrap Bag,Regular Air,8/25/2016,11.11,19.84,22,436.48,0.06,26.19,436.42,4.1,440.52
6380-1,8/24/2016,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,12,Low,38,Small Box,Regular Air,8/24/2016,19.78,45.99,46,2115.54,0.1,211.55,2115.44,4.99,2120.43
6382-1,8/24/2016,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Small Business,9,Not Specified,27,Small Box,Regular Air,8/27/2016,1.59,2.61,34,88.74,0,0,88.74,0.5,89.24
6384-1,8/24/2016,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,13,Low,113,Large Box,Regular Air,9/2/2016,377.99,599.99,16,9599.84,0,0,9599.84,24.49,9624.33
6384-2,8/24/2016,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,13,Low,59,Wrap Bag,Regular Air,9/2/2016,11.11,19.84,39,773.76,0.01,7.74,773.75,4.1,777.85
